age,education,marital-status,race,occupation
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,African Descent,Exec-managerial
41-60,Secondary,Never-married,Caucasian,
41-60,,Married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Other-service
41-60,,Divorced,Caucasian,Exec-managerial
41-60,Intermediate,Divorced,Caucasian,Other-service
41-60,,Married,Caucasian,Sales
41-60,,Married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Tech-support
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Protective-serv
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Tech-support
41-60,,Married,Caucasian,Other-service
41-60,,Married,Caucasian,Exec-managerial
41-60,,Separated,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Machine-op-inspct
41-60,,Never-married,African Descent,Protective-serv
41-60,Secondary,Married,Other/Unknown,Machine-op-inspct
41-60,Secondary,Divorced,Caucasian,
41-60,,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Tech-support
41-60,,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,Sales
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Sales
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,Secondary,Divorced,Caucasian,Transport-moving
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Protective-serv
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Handlers-cleaners
41-60,,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Protective-serv
41-60,,Never-married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Adm-clerical
41-60,Intermediate,Separated,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,Intermediate,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Farming-fishing
41-60,,Divorced,Caucasian,
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Secondary,Married,Caucasian,
41-60,Intermediate,Married,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Farming-fishing
41-60,Secondary,Divorced,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,
41-60,,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Farming-fishing
41-60,,Separated,Caucasian,
41-60,,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,,Never-married,African Descent,Adm-clerical
41-60,Secondary,Married,Caucasian,Farming-fishing
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Elementary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Protective-serv
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Never-married,African Descent,
41-60,Intermediate,Never-married,Caucasian,
41-60,Secondary,Never-married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Secondary,Divorced,Caucasian,Machine-op-inspct
41-60,Intermediate,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Farming-fishing
41-60,,Married,Caucasian,Protective-serv
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Asian/Pacific Islander,Other-service
41-60,,Never-married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Divorced,Caucasian,Handlers-cleaners
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Prof-specialty
41-60,,Divorced,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Exec-managerial
41-60,Elementary,Married,Caucasian,
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,,Divorced,African Descent,Adm-clerical
41-60,,Married,Caucasian,
41-60,,Married,Caucasian,Handlers-cleaners
41-60,,Never-married,Caucasian,
41-60,Intermediate,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,,Divorced,African Descent,Exec-managerial
41-60,,Married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,Caucasian,Sales
41-60,Secondary,Married,African Descent,Handlers-cleaners
41-60,,Never-married,Caucasian,Other-service
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,Intermediate,Never-married,Caucasian,
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Sales
41-60,Elementary,Married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Prof-specialty
41-60,Intermediate,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Sales
41-60,,Married,African Descent,Transport-moving
41-60,Secondary,Never-married,Caucasian,Protective-serv
41-60,,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,African Descent,Protective-serv
41-60,,Never-married,African Descent,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,Intermediate,Married,Caucasian,Transport-moving
41-60,Secondary,Married,Caucasian,Sales
41-60,,Married,African Descent,Exec-managerial
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Sales
41-60,,Never-married,Caucasian,
41-60,Secondary,Never-married,African Descent,
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Tech-support
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,,Widowed,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Tech-support
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Asian/Pacific Islander,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Intermediate,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Prof-specialty
41-60,,Divorced,Caucasian,Prof-specialty
41-60,,Married,African Descent,Sales
41-60,Secondary,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Adm-clerical
41-60,,Widowed,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Other-service
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Sales
41-60,Secondary,Never-married,Asian/Pacific Islander,Adm-clerical
41-60,Secondary,Married,Caucasian,Other-service
41-60,,Married,Caucasian,Sales
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Secondary,Married,Indigenous Peoples,Farming-fishing
41-60,,Married,Caucasian,Farming-fishing
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Divorced,African Descent,Other-service
41-60,,Never-married,Asian/Pacific Islander,Other-service
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Machine-op-inspct
41-60,,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Other-service
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,,Never-married,African Descent,Adm-clerical
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Divorced,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,
41-60,Elementary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Married,African Descent,Exec-managerial
41-60,,Married,Caucasian,Sales
41-60,Secondary,Divorced,Caucasian,Machine-op-inspct
41-60,Intermediate,Never-married,Caucasian,
41-60,,Never-married,Caucasian,Other-service
41-60,Secondary,Never-married,Asian/Pacific Islander,Transport-moving
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Sales
41-60,Intermediate,Married,Caucasian,Machine-op-inspct
41-60,,Divorced,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Indigenous Peoples,Handlers-cleaners
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Other-service
41-60,Secondary,Never-married,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,Secondary,Widowed,Caucasian,
41-60,,Never-married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Tech-support
41-60,,Never-married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,Intermediate,Married,Caucasian,Prof-specialty
41-60,Intermediate,Divorced,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Protective-serv
41-60,Secondary,Divorced,Caucasian,
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Divorced,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Other-service
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Sales
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,,Never-married,African Descent,Adm-clerical
41-60,Secondary,Married,African Descent,Craft-repair
41-60,,Never-married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Married,Caucasian,Other-service
41-60,Secondary,Widowed,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Sales
41-60,Secondary,Divorced,Caucasian,Sales
41-60,,Never-married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Adm-clerical
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Asian/Pacific Islander,Sales
41-60,Secondary,Never-married,African Descent,Other-service
41-60,,Married,Caucasian,Transport-moving
41-60,,Never-married,Caucasian,Craft-repair
41-60,Secondary,Married,Caucasian,Adm-clerical
41-60,,Never-married,Asian/Pacific Islander,Exec-managerial
41-60,,Never-married,Caucasian,
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,
41-60,,Married,African Descent,Prof-specialty
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Secondary,Divorced,Caucasian,Sales
41-60,,Separated,Caucasian,Other-service
41-60,,Never-married,Caucasian,Other-service
41-60,,Married,African Descent,Transport-moving
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Caucasian,Exec-managerial
41-60,Elementary,Married,Caucasian,Handlers-cleaners
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Protective-serv
41-60,,Never-married,Caucasian,Adm-clerical
41-60,,Never-married,African Descent,Other-service
41-60,,Married,Caucasian,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,Secondary,Separated,African Descent,Protective-serv
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Never-married,Caucasian,Sales
41-60,Intermediate,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Sales
41-60,,Separated,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Sales
41-60,,Married,Caucasian,Adm-clerical
41-60,,Married,Asian/Pacific Islander,Prof-specialty
41-60,Intermediate,Widowed,Caucasian,
41-60,,Married,Caucasian,Protective-serv
41-60,Secondary,Divorced,Caucasian,Craft-repair
41-60,,Married,Caucasian,Tech-support
41-60,Intermediate,Never-married,Caucasian,
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Separated,Caucasian,Transport-moving
41-60,,Married,African Descent,Craft-repair
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Transport-moving
41-60,,Never-married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Farming-fishing
41-60,,Never-married,Caucasian,Transport-moving
41-60,,Married,Caucasian,Machine-op-inspct
41-60,,Never-married,Caucasian,Priv-house-serv
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,,Married,Caucasian,Tech-support
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
41-60,,Divorced,African Descent,Adm-clerical
41-60,,Married,Caucasian,Handlers-cleaners
41-60,,Married,Caucasian,Prof-specialty
41-60,,Married,Caucasian,Exec-managerial
41-60,Secondary,Widowed,Caucasian,
41-60,,Never-married,Caucasian,Sales
41-60,,Never-married,Asian/Pacific Islander,Sales
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Craft-repair
41-60,Secondary,Never-married,Caucasian,Handlers-cleaners
41-60,,Never-married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Tech-support
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,Caucasian,Prof-specialty
41-60,,Never-married,Asian/Pacific Islander,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,Secondary,Married,Caucasian,Exec-managerial
41-60,Secondary,Never-married,African Descent,Craft-repair
41-60,Intermediate,Divorced,Caucasian,Transport-moving
41-60,Secondary,Divorced,Caucasian,Sales
41-60,,Married,Caucasian,Protective-serv
41-60,Secondary,Married,Caucasian,Sales
41-60,,Married,Caucasian,Adm-clerical
41-60,,Never-married,African Descent,Sales
41-60,,Never-married,Caucasian,Craft-repair
41-60,,Divorced,Caucasian,Farming-fishing
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Never-married,Asian/Pacific Islander,Exec-managerial
41-60,Secondary,Never-married,Caucasian,Exec-managerial
41-60,Secondary,Married,Caucasian,Other-service
41-60,,Married,Caucasian,Transport-moving
41-60,,Never-married,Caucasian,Craft-repair
41-60,Secondary,Divorced,Caucasian,Other-service
41-60,,Married,Caucasian,Exec-managerial
41-60,,Married,African Descent,Other-service
41-60,,Divorced,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Farming-fishing
41-60,,Married,Asian/Pacific Islander,Craft-repair
41-60,Secondary,Separated,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Other-service
41-60,,Married,Caucasian,
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Married,Caucasian,Exec-managerial
41-60,,Divorced,Caucasian,Prof-specialty
41-60,Elementary,Married,Caucasian,Craft-repair
41-60,,Never-married,Caucasian,Sales
41-60,,Never-married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Tech-support
41-60,Secondary,Married,Caucasian,Transport-moving
41-60,Secondary,Married,Caucasian,Sales
41-60,Secondary,Married,Caucasian,Tech-support
41-60,Intermediate,Divorced,Caucasian,Sales
41-60,,Divorced,Caucasian,Other-service
41-60,,Divorced,Caucasian,Transport-moving
41-60,Secondary,Never-married,Caucasian,Adm-clerical
41-60,,Divorced,Caucasian,Protective-serv
41-60,,Married,Caucasian,Prof-specialty
41-60,Secondary,Never-married,Caucasian,Machine-op-inspct
41-60,Secondary,Married,Caucasian,
41-60,,Married,Caucasian,Other-service
41-60,,Never-married,Caucasian,Tech-support
41-60,,Never-married,African Descent,Sales
41-60,Secondary,Never-married,Caucasian,Other-service
41-60,,Married,Caucasian,Craft-repair
41-60,,Married,Caucasian,Exec-managerial
